Configuration;Iteration;The initial best way;Its distance;The best way after algorithm;Its distance
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-1;3;11-1-10-7-14-8-3-6-2-12-15-4-13-9-5-11;82.34;11-1-10-7-14-8-3-6-2-12-15-4-13-9-5-11;82.34
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-1;4;15-2-10-8-11-1-14-7-12-3-4-13-9-5-6-15;110.59;15-2-10-8-11-1-14-7-12-3-4-13-9-5-6-15;110.59
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-2;1;15-4-11-13-7-5-6-2-3-9-8-10-14-1-12-15;113.32;6-8-7-11-5-9-15-4-12-1-13-14-10-2-3-6;109.79
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-2;2;3-10-4-7-12-2-6-15-14-9-8-1-13-11-5-3;86.61;3-10-4-7-12-2-6-15-14-9-8-1-13-11-5-3;86.61
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-2;3;1-10-14-12-2-15-4-7-13-8-9-3-5-6-11-1;105.38;4-12-15-6-9-3-2-5-10-14-7-8-11-1-13-4;102.28
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-2;4;10-6-5-13-12-15-4-8-11-1-9-3-7-2-14-10;98.63;7-15-1-5-4-12-6-3-13-9-11-8-14-10-2-7;95.99
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-3;1;11-4-14-8-12-15-6-9-7-2-3-10-1-5-13-11;103.42;11-4-14-8-12-15-6-9-7-2-3-10-1-5-13-11;103.42
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-3;2;2-1-3-6-13-8-14-10-11-5-9-7-12-15-4-2;100.42;6-9-3-1-8-11-13-5-15-2-7-12-4-10-14-6;81.72
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-3;3;3-5-13-12-14-1-11-7-8-10-9-6-2-15-4-3;114.12;3-5-13-12-14-1-11-7-8-10-9-6-2-15-4-3;114.12
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-3;4;14-4-2-15-7-12-13-1-5-11-8-9-6-3-10-14;86.81;14-4-2-15-7-12-13-1-5-11-8-9-6-3-10-14;86.81
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-1;1;4-9-5-11-1-13-10-8-3-12-6-14-7-2-15-4;103.57;14-15-7-2-6-8-1-11-3-12-5-13-9-10-4-14;96.09
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-1;2;6-3-15-2-12-7-13-1-11-4-5-10-8-14-9-6;114.22;10-14-12-15-7-9-6-3-5-2-4-11-13-8-1-10;98.83
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-1;3;8-13-5-9-11-6-3-4-10-15-2-7-12-1-14-8;93.55;14-11-5-13-1-6-3-4-10-15-2-7-12-9-8-14;93.45
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-1;4;3-6-2-12-15-14-7-9-10-8-13-11-5-4-1-3;102.83;6-4-15-3-9-7-10-12-8-1-11-5-13-14-2-6;93.91
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-2;1;14-4-10-5-13-3-9-11-6-12-2-15-7-1-8-14;93.58;14-4-10-5-13-3-9-11-6-12-2-15-7-1-8-14;93.58
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-2;2;8-13-1-11-7-2-12-4-10-9-15-14-3-6-5-8;108.98;7-12-2-14-15-3-10-4-9-5-13-6-11-1-8-7;105.05
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-2;3;7-4-8-11-5-9-10-14-13-2-6-3-12-1-15-7;106.3;6-15-10-4-7-12-9-3-14-11-5-8-13-1-2-6;100.06
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-2;4;3-8-14-2-13-9-5-11-1-6-12-10-7-15-4-3;103.37;4-15-10-7-8-14-12-3-9-11-1-2-6-5-13-4;98.23
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-3;1;8-10-6-1-13-14-12-3-9-15-7-4-2-5-11-8;111.74;1-8-10-6-3-12-2-15-4-5-9-14-7-11-13-1;98.8
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-3;2;9-4-2-7-12-6-15-5-3-14-8-10-1-13-11-9;110.73;4-15-14-10-3-2-12-7-9-6-13-11-1-8-5-4;93.86
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-3;3;8-10-1-6-11-13-3-7-2-12-15-4-9-5-14-8;111.89;7-15-10-14-8-11-1-2-12-5-9-6-3-13-4-7;92.82
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-3;4;15-2-10-11-13-5-1-9-4-3-6-14-7-12-8-15;107.2;11-13-5-1-4-3-9-8-14-10-6-7-12-15-2-11;95.5
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-1;1;9-5-13-2-12-10-4-1-11-15-14-8-7-3-6-9;97.52;13-5-9-11-3-6-2-7-4-1-14-10-15-12-8-13;85.28
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-1;2;4-3-10-8-14-2-9-5-11-1-13-12-6-7-15-4;100.29;12-8-3-6-14-2-9-5-11-1-13-4-15-10-7-12;96.44
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-1;3;12-2-11-9-6-3-5-10-7-4-14-8-1-13-15-12;96.67;12-2-11-9-6-3-5-10-7-4-14-8-1-13-15-12;96.67
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-1;4;14-5-13-1-9-4-8-12-7-15-10-2-3-6-11-14;107.03;11-5-13-1-9-4-8-12-7-15-10-2-3-6-14-11;95.75
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-2;1;7-5-11-2-12-6-3-1-13-9-15-8-14-4-10-7;103.94;1-5-12-14-10-15-4-11-13-8-2-7-6-9-3-1;102.64
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-2;2;5-12-11-1-3-6-4-14-7-10-8-2-15-9-13-5;112.45;5-12-11-1-3-6-4-14-7-10-8-2-15-9-13-5;112.45
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-2;3;7-12-14-2-9-6-4-13-5-3-8-1-11-15-10-7;108.95;6-3-1-11-13-7-2-12-10-4-15-14-8-5-9-6;81.95
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-2;4;13-3-11-1-14-8-10-6-5-9-7-12-15-4-2-13;111.55;5-9-13-3-1-11-12-4-2-7-15-14-8-10-6-5;106.13
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-3;1;1-11-5-9-6-3-13-12-7-8-10-4-14-15-2-1;91.87;1-11-5-9-6-3-13-12-7-8-10-4-14-15-2-1;91.87
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-3;2;9-13-8-11-10-7-15-3-6-14-12-2-4-1-5-9;101.13;4-7-3-12-10-6-2-8-9-13-11-5-1-14-15-4;97.27
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-3;3;7-14-11-5-1-3-9-8-13-15-6-10-12-2-4-7;111.67;7-14-11-5-1-3-9-8-13-15-6-10-12-2-4-7;111.67
CR-0 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-3;4;3-14-4-6-8-11-5-1-7-12-15-10-13-9-2-3;109.9;13-11-8-12-14-15-4-9-1-5-6-3-2-7-10-13;101.56
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-1;1;1-10-13-11-15-7-4-8-14-5-9-3-6-2-12-1;96.65;1-10-13-11-15-7-4-8-14-5-9-3-6-2-12-1;96.65
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-1;2;9-6-15-3-1-13-5-8-2-14-12-10-4-7-11-9;113.33;1-13-5-2-9-8-11-10-15-14-12-4-7-6-3-1;103.89
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-1;3;13-8-1-11-14-2-4-12-15-7-6-3-10-5-9-13;96.04;13-8-1-11-14-2-4-12-15-7-6-3-10-5-9-13;96.04
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-1;4;2-11-13-9-6-12-4-7-15-3-5-1-10-14-8-2;97.28;2-11-13-9-6-12-4-7-15-3-5-1-10-14-8-2;97.28
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-2;1;4-5-11-2-9-3-10-15-12-6-1-13-8-14-7-4;108.18;4-5-11-2-9-3-10-15-12-6-1-13-8-14-7-4;108.18
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-2;2;11-1-4-2-12-10-14-7-15-5-3-6-13-8-9-11;103.39;11-1-4-2-12-10-14-7-15-5-3-6-13-8-9-11;103.39
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-2;3;6-12-1-9-11-13-8-10-15-5-14-4-7-2-3-6;101.89;6-12-1-9-11-13-8-10-15-5-14-4-7-2-3-6;101.89
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-2;4;12-2-6-9-15-7-3-13-10-8-14-11-5-1-4-12;106;4-7-3-6-14-10-15-8-1-2-13-11-5-9-12-4;96.51
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-3;1;10-13-5-11-1-14-12-6-3-7-9-4-15-8-2-10;109.33;12-3-9-6-2-14-1-5-13-8-11-10-7-4-15-12;86.01
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-3;2;2-4-9-7-10-15-3-6-8-11-1-5-13-14-12-2;104.15;2-4-9-7-10-15-3-6-8-11-1-5-13-14-12-2;104.15
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-3;3;2-3-12-7-15-8-5-9-6-4-10-13-1-11-14-2;100.14;13-5-11-10-1-8-6-4-14-12-15-2-7-3-9-13;94.86
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-3;4;13-6-15-7-2-4-12-3-5-10-14-11-1-8-9-13;106.41;9-6-15-7-2-4-12-3-5-10-14-11-1-8-13-9;96.82
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-1;1;4-14-7-1-2-8-10-3-6-12-9-13-11-5-15-4;111.83;13-2-4-14-10-8-9-3-15-6-7-12-5-11-1-13;99.97
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-1;2;6-15-3-8-2-7-12-4-14-10-9-11-1-5-13-6;103;10-14-4-6-7-2-15-12-3-11-5-9-1-13-8-10;92.07
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-1;3;15-10-14-7-5-13-8-11-4-12-6-3-2-9-1-15;104.59;12-10-8-7-15-2-1-5-11-13-4-14-6-9-3-12;99.05
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-1;4;14-10-8-5-6-13-1-3-12-2-7-15-4-11-9-14;111.23;4-12-11-1-3-6-2-14-5-9-13-8-10-15-7-4;94.35
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-2;1;8-9-2-7-15-12-1-5-11-4-10-13-3-6-14-8;108.77;4-10-2-3-13-1-6-9-12-14-8-11-5-15-7-4;103.45
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-2;2;7-6-3-5-9-14-11-1-13-10-8-4-15-12-2-7;94.96;7-6-3-5-9-14-11-1-13-10-8-4-15-12-2-7;94.96
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-2;3;15-4-10-12-9-3-7-14-8-1-5-2-6-11-13-15;101.02;2-12-5-11-9-3-7-14-8-1-13-10-15-4-6-2;90.87
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-2;4;2-12-15-10-7-3-11-13-1-9-4-8-5-14-6-2;108.78;9-3-15-10-8-2-12-7-1-14-4-5-11-13-6-9;102.35
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-3;1;15-4-12-6-2-5-14-7-3-10-8-1-13-9-11-15;111.31;7-2-12-4-10-15-8-11-1-3-6-14-5-9-13-7;100.96
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-3;2;7-9-4-10-8-15-12-14-2-6-3-11-1-13-5-7;101.52;4-12-15-1-11-5-8-14-10-7-13-9-3-6-2-4;81
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-3;3;14-10-7-1-13-12-4-8-11-15-2-3-5-9-6-14;113.21;4-9-5-2-7-12-8-1-14-15-3-6-13-11-10-4;106.31
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP50 PC-3;4;5-1-13-11-12-4-8-15-10-14-2-7-3-9-6-5;96.59;5-1-13-11-12-4-8-15-10-14-2-7-3-9-6-5;96.59
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-1;1;4-13-7-14-10-1-5-11-3-6-12-2-15-8-9-4;114.1;15-10-6-3-2-12-14-8-4-9-5-13-1-11-7-15;87.93
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-1;2;14-10-3-1-9-6-5-11-15-7-12-2-4-13-8-14;109.56;3-9-2-6-4-10-7-12-5-1-13-11-8-14-15-3;88.6
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-1;3;10-15-14-2-8-3-5-13-11-1-9-6-4-7-12-10;93.97;12-15-10-4-7-14-8-5-11-1-13-6-9-3-2-12;74.21
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-1;4;1-8-2-12-4-7-9-6-3-10-15-13-11-14-5-1;106.55;6-3-9-10-4-14-15-2-13-1-11-5-8-12-7-6;88.45
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-2;1;5-8-7-2-6-9-1-14-10-12-4-15-11-13-3-5;100.03;10-8-1-13-11-9-3-2-5-6-12-14-15-4-7-10;85.69
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-2;2;10-15-11-5-9-8-13-6-3-7-2-4-12-1-14-10;107.2;3-13-5-8-10-15-6-2-12-7-11-1-14-4-9-3;93.72
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-2;3;7-13-5-12-14-11-8-1-10-6-15-4-2-3-9-7;116.9;4-2-13-11-1-8-5-6-15-10-7-12-9-3-14-4;99.41
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-2;4;14-8-6-3-2-9-1-11-13-10-12-5-7-4-15-14;106.21;1-3-9-6-12-2-10-7-14-8-13-5-11-15-4-1;94.05
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-3;1;10-12-15-7-1-11-13-6-3-9-2-4-5-14-8-10;98.53;10-14-11-13-5-1-15-7-4-8-2-6-3-12-9-10;96.45
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-3;2;9-2-3-10-8-1-6-11-13-5-15-7-14-12-4-9;111.79;1-11-13-5-9-12-14-2-3-6-15-7-4-10-8-1;72.56
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-3;3;3-15-10-14-2-12-1-11-13-5-8-6-4-7-9-3;96.73;10-8-11-2-12-14-4-15-7-6-3-9-1-13-5-10;85.92
CR-0 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP100 PC-3;4;14-9-10-15-2-7-4-8-13-5-11-1-6-3-12-14;96.72;13-10-2-6-9-3-5-15-12-7-4-14-1-8-11-13;89.65
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-1;1;7-12-1-11-5-9-13-8-15-14-4-3-2-6-10-7;93.82;7-12-1-11-5-9-13-8-15-14-4-3-2-6-10-7;93.82
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-1;2;15-11-3-6-8-1-14-7-13-5-9-12-2-10-4-15;106;8-10-6-2-9-3-15-4-7-11-14-12-13-5-1-8;105.23
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-1;3;7-15-11-13-9-5-1-8-10-12-6-2-14-4-3-7;93.45;7-15-11-13-9-5-1-8-10-12-6-2-14-4-3-7;93.45
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-1;4;8-9-3-1-10-13-5-11-2-7-12-4-6-15-14-8;105.83;2-3-6-9-13-11-12-7-10-8-15-4-14-1-5-2;91.77
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-2;1;8-15-4-13-14-12-10-11-1-5-6-3-9-2-7-8;109.56;3-5-11-13-14-10-12-4-7-15-1-8-9-6-2-3;85.36
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-2;2;3-15-4-1-6-10-8-12-7-14-9-5-11-13-2-3;113.99;6-5-9-13-11-1-4-8-10-7-12-2-3-14-15-6;94.74
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-2;3;14-7-9-3-2-6-12-10-5-13-15-4-8-1-11-14;99.46;5-13-14-8-10-1-11-9-7-3-6-2-15-4-12-5;98.08
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-2;4;1-5-9-3-7-4-2-12-11-13-10-6-15-8-14-1;105.94;5-6-9-3-7-4-2-12-11-8-14-10-15-1-13-5;92.72
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-3;1;11-1-13-9-3-12-8-5-2-7-10-15-4-14-6-11;101.98;3-2-11-5-13-1-7-12-4-8-14-15-6-10-9-3;100.57
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-3;2;8-11-13-15-7-10-9-12-4-2-14-1-5-3-6-8;110.88;5-9-3-14-13-15-4-12-6-2-11-1-8-10-7-5;108.21
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-3;3;6-7-4-15-12-2-11-5-8-14-1-9-13-10-3-6;100.84;6-3-12-15-7-2-11-5-8-14-1-9-13-10-4-6;100.42
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP10 PC-3;4;12-5-13-11-1-8-2-14-15-6-7-4-3-9-10-12;101.52;12-2-10-4-6-1-8-5-9-3-13-11-14-15-7-12;89.73
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-1;1;1-8-14-7-11-5-10-15-12-2-4-3-6-9-13-1;90.57;11-5-13-1-4-10-14-15-12-2-9-3-6-7-8-11;74.89
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-1;2;1-14-10-3-9-6-15-4-8-12-2-13-5-7-11-1;110.38;1-8-10-12-7-15-4-14-2-5-9-3-6-13-11-1;74.91
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-1;3;6-2-1-11-5-13-10-4-7-3-9-8-14-12-15-6;90.99;8-5-13-1-11-3-6-9-12-7-15-4-2-14-10-8;78.01
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-1;4;8-14-13-9-5-7-12-6-3-2-4-10-15-11-1-8;92.85;13-1-11-9-5-7-12-6-3-2-4-10-15-14-8-13;82.31
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-2;1;10-11-5-1-13-7-4-12-8-9-3-6-14-15-2-10;102.26;7-14-15-4-6-3-2-10-12-11-5-13-9-1-8-7;91.5
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-2;2;4-14-5-11-1-8-15-12-7-9-3-6-10-13-2-4;100.43;6-5-13-1-11-8-15-12-7-9-3-4-14-10-2-6;85.27
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-2;3;5-13-2-4-12-6-3-9-10-15-14-7-8-1-11-5;83.81;8-4-7-2-12-6-3-9-10-15-14-13-5-11-1-8;74.82
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-2;4;10-5-13-8-3-6-2-4-14-15-7-12-9-1-11-10;95.58;1-8-4-15-12-9-6-2-3-7-10-14-11-13-5-1;80.94
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-3;1;2-4-8-14-10-12-9-1-11-13-15-3-5-6-7-2;110.5;2-4-14-15-10-12-9-1-11-13-5-8-7-6-3-2;86.83
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-3;2;2-7-12-8-13-9-4-3-14-10-15-11-1-5-6-2;110.22;7-12-4-14-1-13-11-9-6-3-8-10-15-5-2-7;95.39
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-3;3;10-14-1-13-5-11-6-3-7-9-8-15-12-2-4-10;92.54;12-7-2-1-13-5-11-4-15-3-6-9-10-14-8-12;92.45
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP50 PC-3;4;5-7-3-2-6-10-14-8-1-4-12-15-13-11-9-5;101.3;15-4-2-3-6-10-14-8-1-5-13-11-9-7-12-15;71.62
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-1;1;5-1-13-12-6-9-15-14-8-2-7-10-4-3-11-5;108.52;2-12-10-14-8-4-15-7-5-13-11-1-6-3-9-2;76.35
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-1;2;7-13-5-8-15-4-2-12-10-14-1-6-11-9-3-7;108.45;9-3-6-2-8-14-15-12-7-4-10-13-1-11-5-9;69.17
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-1;3;14-3-6-9-10-12-7-11-13-5-2-15-1-8-4-14;104.49;1-13-7-12-2-9-6-3-15-4-10-14-8-5-11-1;79.03
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-1;4;10-8-1-5-9-7-4-13-11-6-14-3-12-2-15-10;108.44;2-6-3-9-5-7-4-13-11-1-8-15-10-14-12-2;76.92
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-2;1;13-15-8-2-3-9-5-11-7-12-6-10-14-4-1-13;105.79;13-5-7-15-12-6-2-4-3-9-10-14-8-1-11-13;79.41
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-2;2;11-7-3-9-5-8-1-13-6-15-10-14-12-2-4-11;104.98;2-6-7-4-15-10-14-12-9-3-5-11-13-1-8-2;77.46
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-2;3;15-10-8-13-5-11-9-1-3-12-7-14-2-6-4-15;92.34;12-7-10-14-8-11-1-13-5-6-2-9-3-4-15-12;73.84
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-2;4;2-3-14-4-10-7-9-5-15-12-6-8-13-11-1-2;110.13;1-5-13-11-8-9-3-6-2-7-4-12-15-10-14-1;64.98
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-3;1;5-11-1-2-10-14-15-7-8-12-4-3-6-9-13-5;86.9;13-5-11-10-7-12-2-15-4-14-6-3-9-1-8-13;75.22
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-3;2;6-2-1-5-11-14-10-4-7-12-3-13-9-8-15-6;101.06;1-8-11-9-14-15-10-4-7-12-2-6-3-5-13-1;71.86
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-3;3;8-4-12-6-9-3-2-11-1-10-14-7-15-13-5-8;94.24;1-8-7-4-15-14-10-12-2-6-3-9-5-13-11-1;53.88
CR-0 PN-30 G-1 PP-15 SM-2 B-6 MAX_STEP100 PC-3;4;7-14-6-4-15-3-5-11-1-13-9-2-8-10-12-7;100.44;15-7-10-14-4-8-5-11-1-13-6-3-9-2-12-15;72.95
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-1;1;12-4-15-5-10-11-1-13-9-3-6-14-7-8-2-12;104.92;4-8-11-5-1-10-12-2-9-13-6-3-14-15-7-4;94.1
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-1;2;11-3-6-10-7-14-4-12-15-1-9-5-2-8-13-11;106.41;13-5-14-10-15-7-1-3-9-11-4-12-2-6-8-13;101.65
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-1;3;10-12-14-11-1-9-8-2-15-4-6-3-7-5-13-10;116.56;4-7-12-3-5-1-13-11-6-2-10-14-8-9-15-4;92.43
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-1;4;15-12-14-9-13-11-3-4-10-8-2-6-5-1-7-15;108.86;15-12-14-9-13-11-3-4-10-8-2-6-5-1-7-15;108.86
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-2;1;10-8-2-9-5-6-11-1-3-13-15-12-7-4-14-10;110.34;2-6-7-9-3-11-8-4-14-15-1-13-5-10-12-2;101.42
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-2;2;7-9-13-1-5-2-11-6-3-8-12-4-10-14-15-7;109.71;9-6-2-7-10-15-14-12-3-1-13-8-4-11-5-9;97.08
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-2;3;13-11-10-1-5-2-6-7-15-14-4-8-12-3-9-13;100.59;13-5-7-4-8-1-11-6-12-2-14-15-10-3-9-13;95.11
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-2;4;2-9-5-1-14-11-8-10-13-6-3-7-12-4-15-2;103.4;6-9-5-1-14-11-8-10-13-2-7-12-4-15-3-6;100.96
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-3;1;3-2-14-11-13-1-15-8-5-9-10-7-4-12-6-3;99.8;10-4-14-1-11-9-13-5-15-12-3-6-2-8-7-10;91.64
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-3;2;1-13-11-5-3-6-7-12-8-10-4-15-14-9-2-1;92.54;8-11-5-1-14-10-4-7-6-12-15-2-9-3-13-8;86.15
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-3;3;9-5-10-12-1-8-11-13-7-2-14-15-4-3-6-9;102.14;2-7-10-4-13-1-8-14-15-6-12-5-11-9-3-2;92.64
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP10 PC-3;4;6-9-3-5-7-12-10-1-8-13-11-4-15-2-14-6;104.37;11-6-3-2-14-8-10-7-4-12-15-9-1-5-13-11;86.74
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP50 PC-1;1;9-1-14-4-10-11-5-8-3-6-15-12-7-2-13-9;102.07;9-1-14-4-10-11-5-8-3-6-15-12-7-2-13-9;102.07
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP50 PC-1;2;10-15-12-7-4-3-14-9-8-2-6-5-1-13-11-10;110.14;10-15-7-4-12-3-9-13-14-8-6-2-1-5-11-10;98.22
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP50 PC-1;3;11-3-7-15-2-1-9-6-8-14-12-4-10-5-13-11;105.7;13-11-1-14-4-3-6-9-7-12-8-2-15-10-5-13;96.75
CR-0 PN-30 G-15 PP-5 SM-1 MAX_STEP50 PC-1;4;4-9-11-5-14-2-15-12-6-3-13-8-1-10-7-4;100.68;5-1-11-13-10-15-3-4-14-6-2-12-7-8-9-5;98.19
